@relation train

@attribute u0 numeric
@attribute u1 numeric
@attribute u2 numeric
@attribute u3 numeric
@attribute u4 numeric
@attribute u6 numeric
@attribute u7 numeric
@attribute u8 numeric
@attribute u12 numeric
@attribute u14 numeric
@attribute u15 numeric
@attribute u16 numeric
@attribute u24 numeric
@attribute u28 numeric
@attribute u30 numeric
@attribute u31 numeric
@attribute u32 numeric
@attribute u48 numeric
@attribute u56 numeric
@attribute u60 numeric
@attribute u62 numeric
@attribute u63 numeric
@attribute u64 numeric
@attribute u96 numeric
@attribute u112 numeric
@attribute u120 numeric
@attribute u124 numeric
@attribute u126 numeric
@attribute u127 numeric
@attribute u128 numeric
@attribute u129 numeric
@attribute u131 numeric
@attribute u135 numeric
@attribute u143 numeric
@attribute u159 numeric
@attribute u191 numeric
@attribute u192 numeric
@attribute u193 numeric
@attribute u195 numeric
@attribute u199 numeric
@attribute u207 numeric
@attribute u223 numeric
@attribute u224 numeric
@attribute u225 numeric
@attribute u227 numeric
@attribute u231 numeric
@attribute u239 numeric
@attribute u240 numeric
@attribute u241 numeric
@attribute u243 numeric
@attribute u247 numeric
@attribute u248 numeric
@attribute u249 numeric
@attribute u251 numeric
@attribute u252 numeric
@attribute u253 numeric
@attribute u254 numeric
@attribute u255 numeric
@attribute unull numeric
@attribute emotion {ANGRY,DISTINGUISH,FEAR,HAPPY,NEUTRAL,SAD,SUPRISED}

@data
0,0,1,0,0,0,1,0,2,4,1,1,1,2,0,1,0,9,8,9,3,9,6,7,6,4,1,2,2,3,2,1,1,3,9,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,ANGRY
0,0,0,0,0,1,1,3,1,1,0,0,2,0,1,3,0,4,6,1,2,3,1,12,11,13,8,9,11,7,8,8,8,7,13,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,ANGRY
0,0,0,0,0,3,1,0,1,2,1,2,1,1,3,0,4,2,4,1,1,1,0,1,1,4,7,10,5,5,6,3,5,4,4,17,16,5,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,5,9,9,10,5,5,36,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,22,17,29,25,24,26,19,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,54,31,22,24,15,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,49,33,46,54,44,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,4,8,12,36,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,3,11,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,2,8,16,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,3,10,27,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,23,29,41,53,75,53,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,44,42,43,26,35,32,21,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,15,16,9,11,18,15,22,25,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,ANGRY
14,61,91,62,38,15,5,1,5,3,4,0,2,2,0,0,0,0,0,0,0,0,0,3,10,2,0,2,3,5,1,4,3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,ANGRY
59,156,147,84,63,18,13,10,5,7,6,9,9,4,8,5,3,5,6,2,2,4,1,0,0,0,1,0,0,0,1,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,ANGRY
43,85,101,89,56,29,25,20,8,11,12,1,3,3,1,5,4,8,4,4,3,4,1,3,3,1,4,3,3,6,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,ANGRY
9,28,53,51,28,13,2,3,1,1,0,2,1,1,1,1,1,0,0,0,0,0,0,10,1,5,2,2,2,3,2,4,4,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,12,8,13,11,16,19,20,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,13,20,33,31,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,ANGRY
2,17,19,21,13,6,3,4,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,ANGRY
17,62,66,50,62,27,8,8,14,11,7,9,8,12,9,9,4,13,6,11,8,9,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,3,6,10,11,9,13,7,4,6,10,2,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,10,7,9,4,5,3,10,3,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,ANGRY
11,17,41,36,53,25,20,13,3,11,5,4,6,7,9,3,2,2,3,3,2,3,4,6,4,2,4,5,5,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,ANGRY
2,4,6,5,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,24,6,6,7,6,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,29,28,26,25,32,25,30,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,ANGRY
13,20,42,27,27,13,8,3,1,1,0,4,0,1,1,2,1,2,4,4,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,ANGRY
4,1,7,11,18,14,6,11,4,9,7,1,5,7,3,4,2,11,16,30,26,32,33,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,ANGRY
6,3,7,17,8,14,10,5,3,1,1,2,2,3,0,2,0,1,2,3,1,2,2,5,14,15,12,7,13,8,6,10,11,10,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,ANGRY
1,4,10,10,12,4,9,12,2,5,2,3,1,3,0,3,2,0,1,1,1,0,2,0,6,4,9,3,2,2,3,4,6,6,10,10,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,ANGRY
4,1,5,9,10,14,10,10,8,5,8,3,2,7,2,3,4,1,1,3,2,3,1,5,13,28,21,21,15,21,16,6,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,ANGRY
20,8,9,20,20,9,5,5,1,0,0,0,0,1,0,0,0,0,0,1,1,2,2,20,36,17,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,15,14,16,14,13,14,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,ANGRY
0,0,1,1,9,2,3,5,4,1,0,2,3,5,5,5,3,1,1,22,35,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,ANGRY
0,3,0,3,2,1,1,3,3,1,3,3,2,0,0,0,3,3,9,8,12,13,7,11,10,2,7,6,14,6,4,9,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,ANGRY
2,3,7,5,5,6,3,0,0,1,2,2,1,0,1,0,1,2,1,2,2,1,3,9,7,11,9,14,8,13,13,6,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,ANGRY
3,2,6,7,8,3,4,0,1,2,1,4,2,1,1,3,0,0,1,0,1,0,0,1,2,6,6,4,10,7,11,18,17,20,11,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,ANGRY
3,1,2,0,0,0,2,2,1,3,0,0,1,0,2,1,0,0,1,1,0,1,0,2,6,9,10,12,9,9,21,13,14,19,11,4,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,ANGRY
0,0,0,0,0,0,2,1,4,2,3,0,1,0,0,2,1,1,1,1,2,1,1,17,42,28,12,9,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,27,28,12,10,10,10,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,66,51,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,60,39,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,5,4,9,14,15,11,9,7,9,9,6,7,5,7,4,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,ANGRY
0,0,0,0,0,1,2,1,0,1,1,0,1,2,2,2,0,6,9,10,10,14,3,9,11,14,10,10,14,11,12,11,8,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,ANGRY
0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,2,1,0,1,2,2,4,6,10,10,10,9,11,16,9,13,8,11,10,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,6,2,2,5,3,5,2,7,7,5,9,19,6,16,13,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,24,11,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,12,12,9,6,6,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,79,75,63,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,56,49,52,53,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,ANGRY
0,0,1,3,2,4,1,2,0,0,0,1,2,1,1,1,6,20,41,38,30,28,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,ANGRY
0,2,3,3,4,16,13,13,16,14,9,11,11,3,5,3,6,22,19,15,15,10,9,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,ANGRY
0,0,0,1,6,4,5,5,9,5,8,11,11,9,5,2,6,2,1,1,2,3,1,10,21,17,12,2,3,4,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,ANGRY
0,0,0,0,0,2,4,6,7,5,6,4,4,8,4,1,4,0,1,2,4,4,1,24,8,10,10,5,12,7,12,12,15,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,14,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,84,62,38,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,47,34,23,7,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,ANGRY
0,0,0,0,1,3,0,1,1,0,1,2,0,0,3,1,0,29,26,23,16,22,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,ANGRY
0,1,0,0,0,5,1,10,3,7,2,3,9,14,14,8,10,11,10,14,5,13,9,0,5,9,4,6,5,8,11,8,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,ANGRY
0,0,0,0,0,3,4,4,1,2,4,3,11,2,4,7,0,7,10,8,11,11,4,8,12,8,4,6,7,5,10,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,ANGRY
0,1,0,1,1,0,4,3,3,6,2,1,3,3,1,2,2,1,1,1,3,2,5,10,9,14,12,11,17,18,14,27,25,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,40,37,24,27,28,27,16,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25,32,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,45,44,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,48,36,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,69,57,51,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,30,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,13,11,20,25,16,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,ANGRY
10,25,39,41,48,24,15,9,1,3,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,9,4,17,18,20,24,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,ANGRY
17,51,86,92,106,30,26,26,7,4,4,3,1,8,5,2,5,3,4,2,0,3,5,1,1,0,1,1,2,0,0,0,0,0,0,5,4,2,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,ANGRY
18,25,61,52,73,24,28,43,5,10,7,8,2,4,3,3,2,1,2,4,3,6,2,4,2,0,3,4,7,3,2,2,6,3,1,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,ANGRY
1,10,22,31,44,21,20,15,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,5,10,7,4,9,2,30,30,31,36,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,2,10,44,41,39,29,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,40,23,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,41,26,28,38,30,31,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,ANGRY
4,2,6,4,8,3,3,0,2,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,25,38,34,30,22,25,20,24,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,ANGRY
3,21,32,43,74,32,20,12,7,4,8,4,6,4,3,5,2,2,4,8,8,4,7,3,0,4,5,3,3,4,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,6,4,11,7,5,7,8,13,7,8,9,12,7,14,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,2,5,3,1,8,18,18,16,22,25,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,ANGRY
1,6,19,25,34,35,29,21,5,5,2,8,3,5,1,4,3,2,2,2,5,2,2,3,4,4,5,5,5,12,8,10,7,9,6,4,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,ANGRY
2,3,2,5,8,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,7,9,5,14,19,26,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,13,20,9,10,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,40,24,8,15,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,ANGRY
1,6,12,10,24,10,1,4,0,0,1,1,3,2,1,0,2,0,0,3,1,1,0,4,44,33,11,7,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,ANGRY
0,3,7,22,8,12,12,17,9,1,7,4,5,4,1,0,4,2,7,2,1,5,3,16,7,5,3,5,2,1,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,ANGRY
0,0,4,2,8,8,8,13,2,4,3,3,1,3,1,0,1,2,0,0,0,1,1,0,3,4,2,1,5,4,5,5,4,14,12,10,9,6,14,9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,841,ANGRY
2,2,3,4,7,6,11,10,6,1,3,0,2,1,3,1,1,0,0,1,2,3,3,1,1,3,3,5,2,1,3,2,3,3,7,20,12,11,15,14,23,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,806,ANGRY
1,0,0,3,2,8,6,8,2,7,2,5,1,3,2,3,2,0,2,5,1,4,3,2,0,2,4,3,1,3,6,5,5,6,21,8,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,ANGRY
2,4,5,10,19,20,24,13,3,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,1,4,6,4,9,4,7,6,17,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,10,15,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,31,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,ANGRY
0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,1,1,0,1,1,1,1,38,33,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,ANGRY
0,0,0,0,0,1,2,0,3,3,2,1,0,0,1,3,1,3,1,2,0,0,1,9,2,8,5,9,9,10,11,3,8,8,3,9,5,8,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,ANGRY
0,1,3,1,7,6,0,5,2,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,2,7,10,5,5,9,4,7,2,10,13,7,10,7,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,ANGRY
0,1,4,4,2,3,3,4,1,2,0,0,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,8,12,10,8,14,11,13,6,5,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,888,ANGRY
2,0,1,1,0,0,0,1,1,1,0,2,1,1,1,0,1,1,1,0,2,1,0,1,2,1,0,0,1,0,1,0,0,2,10,9,14,14,17,18,10,3,7,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,882,ANGRY
